Geneid	F9C3	F9C4	F9D1	F9D3	F9D4
FBgn0032505	101709	111319	92653	84195	101473
FBgn0032506	326	204	264	206	291
FBgn0032507	297	463	356	241	232
FBgn0022069	4651	4131	4520	4876	3813
FBgn0032509	2241	2559	2306	2573	2364
FBgn0051852	999	1098	1066	1291	975
FBgn0051855	841	785	847	972	750
FBgn0032511	3428	4269	3243	3145	3591
FBgn0032512	1651	1404	1484	1486	1506
FBgn0032513	2569	2492	2564	2757	2408
FBgn0032514	1626	1566	1666	2237	1354
FBgn0025724	4097	4262	4489	4566	3788
FBgn0032515	1634	1742	1690	1793	1548
FBgn0265810	175	218	146	229	145
FBgn0032516	745	790	779	905	677
FBgn0032517	733	553	758	685	649
FBgn0032518	39561	42415	35987	36910	33545
FBgn0265811	8	9	4	4	5
FBgn0032521	1293	1053	1481	1744	1009
FBgn0003983	4804	7338	2027	2001	580
FBgn0032523	73	61	17	19	21
FBgn0264432	19	8	8	8	17
FBgn0263354	1088	617	984	913	1096
FBgn0026760	266	218	255	182	236
FBgn0267243	61	28	46	35	63
FBgn0032524	1011	1013	1120	1118	1114
FBgn0261991	0	0	1	0	0
FBgn0267244	0	0	0	0	1
FBgn0261992	14	24	0	0	0
FBgn0023407	4505	3161	4439	4658	3816
FBgn0053640	2	3	3	5	3
FBgn0053641	0	4	2	3	2
FBgn0053642	0	0	0	0	0
FBgn0053643	0	0	0	0	0
FBgn0053644	0	0	0	0	0
FBgn0053645	0	0	0	0	0
FBgn0259984	2812	1819	2767	2981	2237
FBgn0266308	0	0	0	0	1
FBgn0262194	0	0	0	0	0
FBgn0263329	5	3	0	0	0
FBgn0028546	1801	1756	1829	1937	1677
FBgn0265939	1	5	0	0	0
FBgn0028527	1279	1424	1404	1277	1378
FBgn0051814	94	84	109	89	93
FBgn0051813	146	671	667	268	612
FBgn0267573	1	2	2	1	7
FBgn0266140	3	4	0	0	0
FBgn0028541	2087	1978	2365	2527	2077
FBgn0262272	0	0	0	0	0
FBgn0262332	0	0	0	0	0
FBgn0263206	3	1	0	0	0
FBgn0028540	2549	2354	2794	2418	2976
FBgn0051845	1	7	1	2	0
FBgn0024846	2186	2278	2339	2643	2114
FBgn0028932	513	547	507	572	494
FBgn0028539	3660	2977	3815	3859	3193
FBgn0266141	7	5	3	5	1
FBgn0028931	143	140	139	179	126
FBgn0028538	2697	2127	2668	2433	2403
FBgn0027844	4690	5259	4470	3868	4872
FBgn0028658	178	202	158	210	191
FBgn0028919	400	390	440	573	339
FBgn0001965	1843	1276	2037	1831	1580
FBgn0000153	2448	2719	1836	1389	1834
FBgn0004406	1054	965	1150	1455	895
FBgn0001961	3178	3325	3655	3844	3503
FBgn0015271	633	663	743	995	528
FBgn0064115	0	0	0	0	0
FBgn0004407	0	0	0	0	0
FBgn0026373	698	710	698	881	684
FBgn0260407	710	835	790	928	675
FBgn0028509	2766	1925	2844	2438	2465
FBgn0053307	808	785	778	801	961
FBgn0053306	1275	877	610	558	585
FBgn0028920	16867	19609	10616	9353	10687
FBgn0028534	7856	8031	4807	4172	4725
FBgn0028533	8321	10408	5503	5005	5169
FBgn0028532	1346	1475	1005	868	1113
FBgn0266142	2	0	0	0	0
FBgn0019890	5096	4031	4617	4514	4795
FBgn0012037	7719	7263	6557	5625	6345
FBgn0032535	17	13	20	12	16
FBgn0032536	605	575	538	572	577
FBgn0028938	126	451	507	324	268
FBgn0261628	56	55	79	55	60
FBgn0032538	195	265	490	415	259
FBgn0028544	136	198	472	457	258
FBgn0261514	12	9	9	2	4
FBgn0027929	191	240	237	219	276
FBgn0028543	3576	4199	3496	3029	3480
FBgn0054003	175	177	168	118	158
FBgn0028542	213	321	340	261	262
FBgn0028936	380	420	459	363	368
FBgn0028430	1	8	9	4	4
FBgn0259896	346	473	548	474	402
FBgn0028940	2293	2232	3189	2847	3466
FBgn0028939	47	62	56	45	43
FBgn0003255	92	77	81	74	78
FBgn0028909	0	0	0	0	0
FBgn0027348	7885	7805	8907	8776	9111
FBgn0001967	0	3	4	3	7
FBgn0266143	0	0	0	0	0
FBgn0266892	0	0	1	1	0
FBgn0051840	0	0	0	0	0
FBgn0028519	103	72	757	784	1261
FBgn0028872	1006	804	1054	912	1240
FBgn0266822	1	0	0	0	0
FBgn0028875	619	262	547	425	588
FBgn0260011	85	131	166	263	215
FBgn0028904	0	1	6	3	1
FBgn0028526	8326	8443	9724	8087	9716
FBgn0051769	2573	3151	3329	2915	3372
FBgn0028906	98	75	115	63	116
FBgn0263037	13	1	0	12	22
FBgn0263038	512	362	455	213	457
FBgn0016930	2551	1706	2301	2330	2100
FBgn0265940	1	0	0	3	2
FBgn0265941	2	0	1	0	1
FBgn0265147	0	0	1	1	1
FBgn0261563	523	405	688	543	639
FBgn0265942	1	0	0	0	0
FBgn0052971	10	8	7	4	5
FBgn0263649	0	3	0	2	0
FBgn0028916	2456	2197	2575	3101	2024
FBgn0264253	5	25	7	5	2
FBgn0028530	822	938	765	888	747
FBgn0261534	720	1118	946	923	932
FBgn0266144	0	1	0	1	0
FBgn0261535	1667	1780	1609	1783	1478
FBgn0015791	2569	2173	2318	2365	2114
FBgn0266145	16	15	11	8	14
FBgn0001970	625	669	689	897	508
FBgn0266428	87	107	66	42	59
FBgn0015546	1629	1349	1655	1809	1229
FBgn0020258	74	60	75	73	65
FBgn0004858	657	598	647	535	604
FBgn0265946	0	0	0	0	0
FBgn0264810	0	0	1	0	1
FBgn0028871	6	3	16	9	0
FBgn0265945	0	0	0	0	0
FBgn0267290	1	1	0	1	2
FBgn0265943	0	0	0	0	0
FBgn0265944	1	0	0	1	1
FBgn0005771	1335	1040	1314	1146	1203
FBgn0028882	0	0	0	0	0
FBgn0266841	4	2	1	1	0
FBgn0267257	4	2	1	2	1
FBgn0011862	0	0	0	0	0
FBgn0011863	0	0	0	0	0
FBgn0011864	0	0	0	0	0
FBgn0053648	3	2	6	3	1
FBgn0011865	0	0	0	0	0
FBgn0011866	0	0	0	0	0
FBgn0266146	5	6	0	0	0
FBgn0266147	3	0	0	0	0
FBgn0266148	0	2	3	1	2
FBgn0266149	3	3	2	0	2
FBgn0266150	0	2	0	0	0
FBgn0261566	0	0	1	1	1
FBgn0028912	1	0	0	0	0
FBgn0003016	3034	2032	3228	3272	2771
FBgn0028911	0	0	0	0	0
FBgn0028910	0	0	0	0	0
FBgn0263330	30	30	59	55	50
FBgn0000056	0	0	0	0	0
FBgn0000055	202	206	280	275	304
FBgn0028855	20	51	100	31	120
FBgn0085194	11	14	11	13	9
FBgn0261571	4	5	0	0	0
FBgn0266151	0	0	0	0	0
FBgn0051835	0	0	0	0	0
FBgn0028537	9	22	14	14	15
FBgn0260953	0	0	0	0	0
FBgn0260954	60	85	99	98	100
FBgn0085195	4278	5141	6452	7708	10173
FBgn0261567	1	2	0	0	1
FBgn0260955	5	20	13	19	13
FBgn0267016	0	0	0	1	0
FBgn0267015	0	0	0	0	0
FBgn0267014	0	0	0	0	0
FBgn0266152	1	2	0	0	0
FBgn0028838	26	22	0	0	0
FBgn0028868	42	53	0	0	0
FBgn0032549	10	8	12	24	33
FBgn0028867	0	0	0	0	0
FBgn0032551	0	2	0	1	0
FBgn0028866	3	1	0	0	3
FBgn0028886	1620	1665	1510	1259	1505
FBgn0267291	0	0	0	0	0
FBgn0259213	284	178	232	201	273
FBgn0266870	0	1	0	0	0
FBgn0086711	1079	1078	1512	2243	1093
FBgn0040228	369	376	362	454	360
FBgn0261881	241	285	277	332	266
FBgn0028926	265	340	295	298	256
FBgn0261882	304	296	284	328	297
FBgn0001974	774	780	1015	1359	765
FBgn0264438	4	0	1	1	0
FBgn0260446	374	220	343	264	403
FBgn0053310	14	12	4	2	2
FBgn0051832	21	26	24	4	20
FBgn0041713	977	1326	1035	1010	1083
FBgn0001977	1081	1079	1120	1344	1069
FBgn0004837	591	452	688	749	454
FBgn0000317	2280	1282	2212	1887	1828
FBgn0053679	3	8	6	1	6
FBgn0010422	1926	1952	1953	2169	1743
FBgn0262526	4681	4201	4086	3669	3315
FBgn0024183	5722	4285	5243	4287	5193
FBgn0028879	348	272	375	333	370
FBgn0028878	0	3	1	4	2
FBgn0001978	5636	5102	5829	6669	5174
FBgn0264435	1	4	1	1	0
FBgn0265917	0	0	0	0	0
FBgn0264436	1	1	0	0	0
FBgn0028889	0	0	0	0	0
FBgn0265996	0	0	0	0	1
FBgn0265995	0	0	0	0	0
FBgn0028888	243	119	197	169	235
FBgn0263089	1	4	0	0	0
FBgn0265085	1	0	0	0	0
FBgn0262875	1	2	0	0	0
FBgn0028516	2722	2721	3265	3388	3375
FBgn0028862	591	361	553	539	537
FBgn0027559	843	899	977	1328	672
FBgn0259982	323	417	393	472	329
FBgn0045842	1268	1318	1274	1138	1211
FBgn0261268	5044	4069	4804	4898	4290
FBgn0086691	1654	2093	2884	3061	3088
FBgn0263765	0	0	2	0	0
FBgn0266888	1	0	0	0	0
FBgn0028853	322	255	380	306	516
FBgn0001981	225	197	212	161	185
FBgn0266153	0	0	0	0	0
FBgn0266913	0	0	0	0	0
FBgn0266154	0	0	0	0	0
FBgn0266914	0	0	0	0	1
FBgn0266163	0	0	0	0	0
FBgn0001983	4	9	3	11	2
FBgn0266155	1	0	0	0	0
FBgn0266156	0	0	0	0	0
FBgn0266157	0	0	0	0	0
FBgn0266893	2	0	0	0	0
FBgn0003448	14	10	15	24	7
FBgn0266831	0	0	0	0	0
FBgn0002524	3006	2701	3244	3686	3013
FBgn0266158	2	0	0	0	0
FBgn0264261	0	3	0	0	0
FBgn0259922	20	20	1	1	0
FBgn0267292	0	0	0	0	0
FBgn0028880	27	40	0	1	0
FBgn0028370	166	141	146	138	167
FBgn0266159	1	0	0	0	0
FBgn0028950	4250	4871	2954	2679	2917
FBgn0028949	234	323	192	148	212
FBgn0028948	44	51	12	6	20
FBgn0028947	0	0	0	1	0
FBgn0028946	8	3	12	9	17
FBgn0028945	128	145	119	110	141
FBgn0028518	1132	929	1361	1295	1375
FBgn0028863	635	320	584	483	645
FBgn0264990	0	0	0	0	1
FBgn0028864	0	0	0	0	0
FBgn0028517	0	0	0	0	0
FBgn0264544	0	0	0	0	0
FBgn0264989	0	0	0	0	0
FBgn0051780	0	0	0	0	0
FBgn0051827	0	0	0	0	0
FBgn0264545	0	0	0	0	0
FBgn0010382	3501	2728	3853	4962	2438
FBgn0266309	6	10	15	13	9
FBgn0266160	0	3	2	3	0
FBgn0001989	2883	3521	2795	2628	2852
FBgn0003936	0	0	0	0	0
FBgn0001986	2474	2219	2486	2626	2117
FBgn0001987	1597	1197	1789	1598	1699
FBgn0028507	846	853	877	886	812
FBgn0001990	794	795	875	1168	757
FBgn0041627	661	651	694	777	638
FBgn0051826	182	221	200	184	186
FBgn0051823	104	102	96	72	74
FBgn0051821	344	316	217	157	193
FBgn0028645	179	150	165	116	186
FBgn0028644	176	86	145	115	165
FBgn0013433	99	112	112	104	112
FBgn0266164	0	0	0	0	0
FBgn0028520	16	13	0	0	0
FBgn0028884	7	12	0	1	0
FBgn0085197	186	211	0	0	0
FBgn0266165	0	1	0	0	0
FBgn0001991	2047	1327	1954	1625	2024
FBgn0264350	1	2	0	0	0
FBgn0265947	1	0	0	0	0
FBgn0265948	1	0	0	0	0
FBgn0265949	0	0	0	0	0
FBgn0264392	1	0	0	0	0
FBgn0261999	944	654	1059	749	1054
FBgn0262000	14	2	0	0	0
FBgn0024734	7938	5257	7460	7035	6934
FBgn0028515	2035	2085	1945	2182	1832
FBgn0002673	1407	1216	1602	2426	1147
FBgn0028897	205	254	236	326	209
FBgn0001994	4493	3405	4709	4955	4277
FBgn0040079	1397	1196	1387	1556	1210
FBgn0032582	7	1	3	4	6
FBgn0266204	15	9	10	7	9
FBgn0001992	15	12	15	19	17
FBgn0028375	1234	921	1354	1503	1082
FBgn0028895	278	276	288	365	245
FBgn0028894	676	624	664	638	772
FBgn0028525	912	739	868	870	744
FBgn0015338	1354	1537	1523	1724	1383
FBgn0011708	2591	2392	2572	2909	2380
FBgn0000339	1926	2102	1864	2156	1783
FBgn0001086	1555	1708	1986	3080	1388
FBgn0000250	7423	6806	7574	8872	6596
FBgn0014092	802	968	964	1024	870
FBgn0001995	1210	1392	1283	1550	1087
FBgn0040984	109	91	6	81	2
FBgn0028899	150	111	94	87	117
FBgn0265578	9	8	0	3	4
FBgn0087041	0	0	0	0	0
FBgn0000307	5129	3444	5362	6002	4141
FBgn0028506	869	740	947	1007	852
FBgn0025678	3544	3632	3484	4405	3239
FBgn0028841	135	170	115	127	101
FBgn0028523	467	411	509	479	448
FBgn0086037	0	0	0	0	0
FBgn0020416	2517	2598	2080	1815	1816
FBgn0020415	8532	9732	10031	8539	9134
FBgn0020414	4859	5412	5106	5075	5353
FBgn0005677	173	142	177	131	165
FBgn0032585	0	0	0	1	1
FBgn0266329	9	1	6	3	1
FBgn0032586	7827	7089	7648	7790	7257
FBgn0032587	2431	1418	2352	2454	2278
FBgn0263555	1	1	2	1	2
FBgn0086038	4	1	3	1	3
FBgn0266894	0	0	0	1	1
FBgn0266895	2	1	1	2	1
FBgn0259735	3414	2249	3564	3632	3058
FBgn0265000	1	5	0	0	0
FBgn0032593	161	106	189	137	201
FBgn0001185	803	647	724	817	795
FBgn0262191	0	0	0	0	0
FBgn0261278	5397	5438	5978	7386	4560
FBgn0267347	1253	1358	1464	1730	1121
FBgn0051807	41	34	27	20	15
FBgn0053552	12	11	8	4	7
FBgn0266310	6	14	9	13	11
FBgn0262430	0	0	0	0	0
FBgn0262386	0	0	0	0	0
FBgn0262452	0	0	0	0	0
FBgn0262413	0	0	0	0	0
FBgn0263744	7	14	10	5	3
FBgn0263745	411	329	431	497	356
FBgn0062978	2844	2367	3046	2597	3221
FBgn0086907	94	120	2	7	6
FBgn0000409	14909	15356	13301	11867	15966
FBgn0027779	11872	10595	11063	10244	10480
FBgn0262438	0	0	0	0	0
FBgn0263746	40	55	60	50	53
FBgn0051812	72	75	82	99	66
FBgn0032595	765	840	752	683	727
FBgn0032596	3790	4299	3928	4881	3535
FBgn0032597	1234	1415	1285	1382	1183
FBgn0015391	3120	2466	3467	4378	2598
FBgn0032598	9	17	27	18	15
FBgn0261068	1020	996	1022	1208	1025
FBgn0032600	2781	1975	2700	2775	2477
FBgn0032601	503	715	586	489	656
FBgn0032602	21	25	12	15	24
FBgn0264695	49369	40642	49885	39144	51169
FBgn0000406	17975	19911	24203	20779	25088
FBgn0032603	1548	1671	1549	1453	1646
FBgn0040262	260	250	356	297	451
FBgn0040261	9	13	6	4	14
FBgn0040260	2322	2465	2586	2287	3156
FBgn0086673	14	15	38	8	46
FBgn0004797	2041	1956	2312	2069	2386
FBgn0022213	6431	5772	7194	9303	5371
FBgn0051739	3720	2903	4023	4276	3230
FBgn0032612	162	141	182	141	183
FBgn0032613	547	503	532	509	544
FBgn0266491	0	0	0	0	0
FBgn0266492	3	0	2	3	2
FBgn0032614	2741	2867	2816	2436	2858
FBgn0051810	193	261	291	310	480
FBgn0051809	19	22	18	38	43
FBgn0032615	145	172	165	143	233
FBgn0264440	1	1	0	0	0
FBgn0051781	10022	9856	10067	8446	10330
FBgn0052832	33	46	3	2	8
FBgn0085342	0	0	0	0	0
FBgn0032618	0	0	0	0	0
FBgn0040985	4613	4941	5152	4941	5851
FBgn0261671	4363	2649	4188	3872	3482
FBgn0265542	0	4	4	4	5
FBgn0260758	47	82	2	6	5
FBgn0051805	28	26	3	2	1
FBgn0032620	1219	1221	1164	1226	1090
FBgn0026150	3274	3173	3360	3810	2958
FBgn0262355	0	0	0	0	0
FBgn0265543	0	0	0	0	0
FBgn0266823	0	0	0	0	0
FBgn0053179	216	172	150	166	203
FBgn0265579	5	5	0	0	0
FBgn0265581	1	0	0	0	0
FBgn0051806	25	32	1	0	2
FBgn0266896	0	0	0	0	0
FBgn0266897	1	1	0	0	0
FBgn0267018	0	0	0	0	0
FBgn0264346	1	3	0	0	0
FBgn0264367	0	0	0	0	0
FBgn0032626	29	48	0	0	0
FBgn0267004	0	1	0	0	0
FBgn0265607	0	0	0	0	0
FBgn0083942	0	0	0	0	0
FBgn0085198	0	4	0	0	0
FBgn0265544	0	0	0	0	0
FBgn0045487	1	0	1	0	0
FBgn0045486	0	0	0	1	0
FBgn0045485	0	0	0	1	1
FBgn0046888	0	0	0	0	0
FBgn0032629	272	171	212	172	271
FBgn0265546	4	2	0	0	0
FBgn0265545	1	1	0	0	0
FBgn0267293	0	0	0	0	0
FBgn0032631	0	0	0	1	0
FBgn0267260	0	0	0	0	0
FBgn0267255	0	0	0	0	0
FBgn0265270	21	28	0	0	0
FBgn0265445	1	4	0	0	0
FBgn0265446	1	0	0	0	5
FBgn0032633	2280	1631	2357	2592	2005
FBgn0020503	9051	7189	8145	7735	7889
FBgn0032634	573	631	633	750	564
FBgn0032635	955	908	1038	1117	835
FBgn0051803	21	35	0	1	2
FBgn0011274	3097	2313	3023	2572	3114
FBgn0265582	0	0	0	0	0
FBgn0053928	1	2	0	3	7
FBgn0260632	3344	2528	3201	3440	2824
FBgn0032637	90	102	17	12	17
FBgn0032638	74	32	25	34	10
FBgn0032639	8	5	3	6	1
FBgn0000183	6162	4892	6260	6973	5491
FBgn0032640	2807	3059	2783	3034	2619
FBgn0027885	5465	4130	5419	5138	4848
FBgn0024689	1770	1953	2014	2111	1680
FBgn0032642	607	739	658	704	654
FBgn0032643	3221	3322	3161	3621	2887
FBgn0032644	575	670	666	822	566
FBgn0262857	0	1	1	0	1
FBgn0263654	0	0	0	0	0
FBgn0262856	2	1	1	0	0
FBgn0003187	1901	1862	2029	2527	1426
FBgn0267279	32	29	36	32	36
FBgn0032645	6	6	16	11	8
FBgn0032646	2226	2627	2331	2608	2085
FBgn0013810	365	318	350	331	309
FBgn0032647	33	34	10	14	12
FBgn0262996	3	1	0	0	0
FBgn0267261	0	0	0	0	0
FBgn0267579	0	0	1	0	0
FBgn0262398	0	0	0	0	0
FBgn0262400	0	0	0	0	0
FBgn0266898	2	1	0	2	2
FBgn0267262	0	0	0	0	0
FBgn0266586	1	0	0	0	0
FBgn0266587	0	0	2	1	1
FBgn0265584	3	5	6	7	8
FBgn0032651	63	69	44	68	72
FBgn0265583	1	0	3	4	0
FBgn0032652	583	499	476	370	529
FBgn0261089	340	211	284	254	286
FBgn0265585	2	9	0	1	0
FBgn0265586	3	1	0	0	0
FBgn0262356	4	5	0	0	0
FBgn0267263	0	0	0	0	0
FBgn0015609	1522	761	1410	1062	1344
FBgn0262876	2	8	0	0	0
FBgn0262018	201	154	197	170	209
FBgn0263338	1	1	0	0	1
FBgn0263339	1	1	0	0	0
FBgn0266871	2	1	2	2	1
FBgn0266872	3	0	0	1	0
FBgn0262960	6	12	0	0	0
FBgn0262963	0	0	0	0	0
FBgn0265549	0	0	0	0	0
FBgn0265548	3	4	0	0	0
FBgn0265547	2	3	0	0	0
FBgn0023096	58	23	44	57	61
FBgn0032656	939	701	945	980	834
FBgn0265992	0	0	0	0	0
FBgn0265815	0	2	0	0	0
FBgn0265816	0	0	1	0	1
FBgn0243486	409	290	322	275	390
FBgn0000120	27063	27358	24987	23126	26626
FBgn0002939	723	641	257	143	356
FBgn0051741	12	14	22	8	12
FBgn0032663	8	20	14	11	8
FBgn0265669	251	238	247	262	275
FBgn0032665	908	931	838	743	885
FBgn0032666	2783	2017	3023	2089	2489
FBgn0051785	4	1	0	1	1
FBgn0001301	2146	1510	1913	1972	1725
FBgn0041184	1389	820	1258	1409	1602
FBgn0265671	2	2	2	3	5
FBgn0032668	34	51	41	56	56
FBgn0032669	815	964	345	346	488
FBgn0032670	210	243	246	239	261
FBgn0032671	690	598	672	771	575
FBgn0261804	296	166	227	203	240
FBgn0267486	964	730	777	662	837
FBgn0266205	1	2	2	3	0
FBgn0263332	0	1	0	0	0
FBgn0263325	0	1	0	0	0
FBgn0263327	0	0	0	0	0
FBgn0266206	0	1	0	0	0
FBgn0266207	0	1	0	0	0
FBgn0265907	4	14	0	0	0
FBgn0263094	0	5	0	0	0
FBgn0265904	0	0	0	0	0
FBgn0261057	0	0	0	0	0
FBgn0263090	22	61	0	0	0
FBgn0263085	0	0	0	0	0
FBgn0263086	1	3	0	0	0
FBgn0265905	0	0	0	0	0
FBgn0265906	0	0	0	0	0
FBgn0267285	0	0	0	0	0
FBgn0265682	0	2	1	2	3
FBgn0000636	2132	1652	2321	1799	2140
FBgn0085200	2	4	3	0	0
FBgn0265679	1	2	0	0	0
FBgn0265680	1	0	0	0	1
FBgn0265681	0	0	0	0	0
FBgn0261597	47953	56125	45081	45697	42735
FBgn0086707	4378	3943	4510	4919	3906
FBgn0032679	6751	6632	6689	6358	6205
FBgn0032680	5	11	2	5	0
FBgn0263049	37	49	53	44	53
FBgn0262463	0	0	0	0	0
FBgn0262406	0	0	0	0	0
FBgn0262456	0	0	0	0	0
FBgn0032681	1194	1094	1036	948	1108
FBgn0032682	299	268	311	321	290
FBgn0032683	641	499	627	531	633
FBgn0032684	1988	1856	1627	1374	1727
FBgn0032685	366	559	823	465	556
FBgn0266208	1	1	0	0	0
FBgn0085370	4794	3462	4880	4930	4056
FBgn0032688	1090	947	1151	1332	997
FBgn0003270	8	0	3	7	1
FBgn0032689	3722	3083	4278	4459	3587
FBgn0051789	5	1	4	8	9
FBgn0032690	1399	1574	1461	1553	1318
FBgn0032691	675	628	712	645	586
FBgn0032692	15	14	15	18	6
FBgn0032694	2133	1836	2144	1963	2081
FBgn0032693	81	58	47	63	52
FBgn0086200	2	1	3	0	0
FBgn0263079	4	9	20	10	4
FBgn0263078	5	20	0	0	0
FBgn0261349	78	126	57	61	63
FBgn0086681	73	50	47	71	73
FBgn0086909	2096	1777	2174	1946	2349
FBgn0015553	1550	1628	2092	2936	1340
FBgn0005617	3644	2705	3998	4420	3087
FBgn0032698	659	743	738	1072	562
FBgn0032699	2362	2073	2602	3610	3800
FBgn0032700	771	791	871	967	713
FBgn0032701	2022	2071	1877	1874	1854
FBgn0032702	1667	1243	1586	1691	1466
FBgn0032703	845	1024	878	980	881
FBgn0032704	3858	4206	4294	4935	4455
FBgn0025608	3564	3526	3915	4214	3365
FBgn0032705	1424	1367	1571	1968	1032
FBgn0032706	1463	1412	724	631	727
FBgn0032707	157	123	141	113	159
FBgn0265993	27	15	27	16	13
FBgn0265994	22	14	18	13	13
FBgn0261806	5	13	0	0	0
FBgn0032709	7	14	0	0	1
FBgn0045852	184	143	205	144	190
FBgn0264348	0	2	0	1	0
FBgn0266209	2	4	2	1	1
FBgn0264362	0	0	0	0	0
FBgn0264365	0	0	1	0	0
FBgn0040992	0	0	0	0	0
FBgn0260228	0	0	0	0	0
FBgn0259201	0	0	0	0	0
FBgn0040993	0	0	0	0	0
FBgn0027074	25	56	24	35	17
FBgn0032713	2492	2630	2347	2163	2517
FBgn0027070	1602	1616	2007	2460	1632
FBgn0032715	3531	3749	3532	3458	3383
FBgn0015808	3482	3709	4004	4035	3749
FBgn0032717	2918	1805	2948	2891	2446
FBgn0051752	3	18	0	0	0
FBgn0053120	1051	1022	1086	866	966
FBgn0032719	295	253	259	270	281
FBgn0032721	5645	6133	5732	6444	4948
FBgn0032720	550	660	559	591	499
FBgn0003896	195	167	201	152	188
FBgn0263568	0	0	0	0	0
FBgn0265950	0	0	0	1	0
FBgn0265952	0	1	0	0	1
FBgn0265951	1	2	0	1	1
FBgn0032723	1772	1063	1854	2093	1444
FBgn0265953	3	0	1	3	0
FBgn0032724	996	1046	1070	1365	890
FBgn0032725	1310	1520	1386	1758	1345
FBgn0032726	1175	1118	1279	1408	1791
FBgn0265954	7	11	16	18	27
FBgn0032727	3598	3254	3140	2838	3222
FBgn0015772	4854	2967	4781	4415	4285
FBgn0032728	974	986	1209	1309	964
FBgn0032729	1375	1442	1551	1565	1650
FBgn0032730	149	174	203	222	146
FBgn0032731	1892	1466	1719	1794	1571
FBgn0032732	688	835	745	888	667
FBgn0032733	285	306	198	172	236
FBgn0032734	48	30	43	49	62
FBgn0046302	5308	5012	5246	5134	6209
FBgn0051792	61	42	77	67	95
FBgn0051793	1790	1598	1938	1912	1858
FBgn0086710	33798	40085	32133	33054	32756
FBgn0086039	54	53	34	31	38
FBgn0266830	0	0	0	0	0
FBgn0265073	0	0	0	0	0
FBgn0263838	2	0	0	2	2
FBgn0032741	160	132	132	106	107
FBgn0001202	1764	1768	1770	1740	1597
FBgn0051800	708	720	741	733	717
FBgn0086442	2860	2285	2938	3210	2410
FBgn0002022	2710	2667	2779	3053	2553
FBgn0032744	767	1015	820	711	767
FBgn0263198	4256	3687	4589	4676	4023
FBgn0032746	1040	1164	1014	1130	1018
FBgn0002021	1242	1380	1324	1357	1186
FBgn0261396	4699	5160	4775	5747	4160
FBgn0032748	2814	1838	2934	3123	2258
FBgn0032749	11	11	15	9	16
FBgn0032750	373	403	383	469	347
FBgn0032752	1192	1293	1330	1552	1048
FBgn0032751	80	107	96	110	105
FBgn0032753	85	88	65	83	68
FBgn0053315	0	0	0	0	0
FBgn0032754	0	0	1	0	0
FBgn0002023	156	117	161	133	140
FBgn0263982	0	0	0	0	0
FBgn0032755	0	0	0	0	0
FBgn0266210	3	2	2	5	5
FBgn0000075	377	386	325	202	172
FBgn0002036	1042	1046	1075	919	905
FBgn0000422	1512	1625	1653	1460	1454
FBgn0002031	5961	6507	5871	6535	5303
FBgn0086444	809	724	911	974	769
FBgn0086445	444	454	556	656	428
FBgn0086443	7813	8198	7616	8425	6921
FBgn0086446	566	670	584	661	547
FBgn0086447	455	515	378	401	430
FBgn0010300	5817	3296	6041	6814	4240
FBgn0266312	0	2	5	4	5
FBgn0032763	462	356	435	489	370
FBgn0267726	246	250	70	75	50
FBgn0010097	1282	1217	1175	1578	848
FBgn0010309	774	603	752	684	636
FBgn0015380	431	344	366	298	403
FBgn0265078	0	0	0	0	0
FBgn0266796	0	0	1	1	0
FBgn0024245	634	552	712	749	555
FBgn0032770	412	405	407	435	491
FBgn0032772	96	125	90	114	111
FBgn0032773	5842	5421	5304	4880	5020
FBgn0032774	6108	7454	6229	5836	6328
FBgn0032775	2010	2183	1951	1963	1758
FBgn0041789	6442	6124	6080	6038	6050
FBgn0065096	0	0	0	0	0
FBgn0016675	532	536	496	422	564
FBgn0053532	2468	2456	1838	2082	1632
FBgn0053533	1830	1985	1768	1502	1934
FBgn0032779	1321	1298	1243	1072	1176
FBgn0032780	59	66	64	68	59
FBgn0032781	1632	1916	1652	1774	1452
FBgn0032782	1261	1208	1239	1146	1228
FBgn0032783	4735	4914	4450	5245	3288
FBgn0003346	3085	3540	3561	4225	2993
FBgn0024230	1471	1621	1668	1784	1450
FBgn0003732	12286	10265	13333	14688	10584
FBgn0032785	738	863	894	766	848
FBgn0000964	2710	2106	2180	1849	2250
FBgn0267286	1	0	1	1	2
FBgn0267287	2	0	2	3	1
FBgn0264391	8	2	3	6	1
FBgn0032787	536	457	444	510	466
FBgn0032788	3201	2068	347	399	340
FBgn0032789	4088	3026	654	509	896
FBgn0032790	600	632	641	807	607
FBgn0032791	294	348	321	373	320
FBgn0032793	584	606	555	571	641
FBgn0002044	4126	3455	4083	4165	3385
FBgn0040268	1968	1764	2154	2436	1716
FBgn0032796	1697	1149	1795	1934	1338
FBgn0032797	3912	3172	3549	2920	3616
FBgn0263095	2	2	3	0	2
FBgn0032798	780	732	782	624	767
FBgn0032799	1207	1321	1204	1382	1188
FBgn0032800	376	315	363	335	358
FBgn0032801	853	907	780	704	709
FBgn0053116	1372	1098	1665	2077	1278
FBgn0051697	29	40	25	17	11
FBgn0267011	1	1	2	1	2
FBgn0032803	101	127	99	84	101
FBgn0032804	0	2	1	0	1
FBgn0003231	17748	15689	18276	19198	18177
FBgn0032805	326	265	424	408	511
FBgn0041180	6319	7731	7805	7724	7365
