Geneid	M4C1	M4C2	M4C4	M4D1	M4D2	M4D4
FBgn0050051	305	233	194	251	264	325
FBgn0033739	1808	1642	1364	1745	1570	2297
FBgn0050334	94	74	66	113	103	94
FBgn0010238	2643	2478	2101	2703	2397	3459
FBgn0033740	892	532	520	803	609	970
FBgn0033741	7685	6593	5024	6452	6866	7813
FBgn0033742	138	165	134	216	219	245
FBgn0033744	321	389	294	261	313	410
FBgn0085263	8	2	4	5	1	7
FBgn0045063	2034	1514	1388	1668	1836	2666
FBgn0050044	36	47	20	36	64	66
FBgn0033748	46	21	13	34	43	50
FBgn0033749	604	463	457	447	548	608
FBgn0033750	253	199	147	229	176	252
FBgn0033751	2329	1859	1747	2090	2024	2141
FBgn0033752	791	615	565	836	735	984
FBgn0053632	4	2	1	0	0	3
FBgn0011592	1496	1437	1052	1312	1327	1901
FBgn0053752	0	0	0	0	0	0
FBgn0053775	0	0	0	0	0	0
FBgn0033753	78	72	61	52	75	98
FBgn0033754	847	688	552	607	648	729
FBgn0003527	727	499	521	638	578	707
FBgn0033755	2237	1639	1482	1495	1698	2136
FBgn0022764	11438	8965	7209	11142	10378	16303
FBgn0050055	1199	817	744	819	936	1155
FBgn0266817	1	2	1	3	0	1
FBgn0027356	3868	3602	2797	2985	3494	4922
FBgn0264510	0	0	0	2	0	2
FBgn0004435	639	748	665	550	754	1070
FBgn0266487	0	0	0	0	0	0
FBgn0050054	51	46	40	25	44	57
FBgn0033756	3	14	3	14	16	8
FBgn0033757	8745	5311	5343	6993	6631	9927
FBgn0053792	12	10	6	5	7	12
FBgn0028683	1016	669	631	731	844	1072
FBgn0061359	0	0	0	0	0	0
FBgn0061360	0	0	0	0	0	0
FBgn0011604	4322	3292	2923	3998	3867	5403
FBgn0033760	359	408	511	205	279	229
FBgn0033761	1585	1162	1088	1362	1269	1608
FBgn0033762	1944	1606	1365	1798	1898	2349
FBgn0033763	60	76	41	36	65	52
FBgn0261673	1191	1429	1498	837	1092	1046
FBgn0261625	2389	2631	2281	2569	2517	3027
FBgn0033766	3476	2678	2251	3367	3170	4706
FBgn0033767	77	65	45	77	73	89
FBgn0050053	1	5	5	3	10	3
FBgn0050052	269	245	257	195	301	267
FBgn0033769	802	699	526	658	596	749
FBgn0033770	0	1	1	1	0	0
FBgn0261545	509	659	530	493	545	677
FBgn0033773	2939	1887	1726	2044	2021	2569
FBgn0026619	1876	1508	1377	1473	1364	1797
FBgn0026741	885	641	604	664	673	826
FBgn0011227	2324	2017	1492	1573	2141	1727
FBgn0020930	1252	995	894	1099	1089	1247
FBgn0086904	28490	26571	23002	28838	25378	29278
FBgn0033774	19831	22448	15759	12725	14108	16625
FBgn0266804	0	0	1	0	1	3
FBgn0003326	160	147	134	131	112	121
FBgn0266630	1	0	0	0	0	0
FBgn0040755	0	0	0	0	0	0
FBgn0265646	0	1	0	0	0	0
FBgn0033775	172	216	196	252	276	302
FBgn0028963	0	7	3	2	1	3
FBgn0050486	7	2	0	3	7	4
FBgn0267024	0	0	1	0	0	0
FBgn0033777	1808	1727	1470	1489	1408	1932
FBgn0266633	0	0	1	3	4	3
FBgn0000181	33904	30206	27035	32737	27825	33228
FBgn0263446	13	34	11	29	25	23
FBgn0033778	12	19	11	10	19	19
FBgn0025692	610	704	839	798	777	762
FBgn0263445	12	12	16	9	9	19
FBgn0002069	7097	6009	5528	6515	6378	7729
FBgn0013305	4120	4017	3715	3271	3593	4202
FBgn0266634	14	11	7	15	11	17
FBgn0003975	105	99	67	49	70	71
FBgn0265654	0	0	0	0	0	0
FBgn0010488	29436	23886	19953	29345	25082	39006
FBgn0033781	889	671	606	720	658	778
FBgn0033782	1527	1655	1639	764	758	788
FBgn0033783	2347	1672	1553	1899	1845	2317
FBgn0033784	1153	826	754	908	997	1259
FBgn0033785	116	117	106	102	120	123
FBgn0050487	0	0	0	0	0	0
FBgn0004512	1427	1792	1191	1682	1764	1945
FBgn0265186	391	488	576	571	569	590
FBgn0265185	1907	2065	2187	2826	2543	2529
FBgn0033787	3045	3155	3351	4343	3518	3311
FBgn0005624	1126	850	633	978	996	1408
FBgn0265427	0	1	2	1	2	3
FBgn0053798	0	1	0	1	1	1
FBgn0265623	627	706	538	753	754	1182
FBgn0033788	1809	1916	2340	2883	2741	2776
FBgn0033789	121	113	334	549	410	456
FBgn0033791	107	131	76	87	104	165
FBgn0265429	0	0	0	0	0	0
FBgn0033792	80	77	96	343	261	307
FBgn0033793	124	177	113	123	118	138
FBgn0033794	1	2	3	0	0	4
FBgn0259876	3394	2074	1997	2902	2752	3982
FBgn0263998	2954	2401	2245	2809	2501	3648
FBgn0020370	7752	6679	5824	7463	6610	9635
FBgn0085468	2250	2001	1381	1740	2280	1924
FBgn0020391	140	136	90	115	138	142
FBgn0033798	126	121	106	106	106	141
FBgn0033799	839	774	566	837	912	1015
FBgn0086532	1764	1489	1327	1606	1634	1939
FBgn0266635	72	112	91	78	85	108
FBgn0053138	5255	5142	3936	6518	5106	6582
FBgn0053137	11	7	15	10	19	23
FBgn0033802	188	164	166	110	170	236
FBgn0053182	241	219	159	207	204	359
FBgn0028991	0	0	0	0	0	0
FBgn0027079	3716	3234	2882	3361	3029	3958
FBgn0085344	0	0	0	0	0	0
FBgn0005654	0	0	0	0	0	0
FBgn0033806	894	632	634	778	896	1243
FBgn0085341	0	0	0	0	0	0
FBgn0085264	0	0	0	0	0	0
FBgn0050058	0	0	0	0	0	0
FBgn0033807	629	752	321	447	551	530
FBgn0033808	494	407	341	428	418	449
FBgn0033809	252	263	183	213	237	258
FBgn0033810	764	597	583	711	678	756
FBgn0040754	710	677	598	634	662	730
FBgn0043010	1762	1276	1109	1578	1364	1746
FBgn0011763	6926	4936	4477	5443	5382	7675
FBgn0264539	3	6	2	4	3	3
FBgn0033812	2081	1709	1557	1833	1681	2159
FBgn0033813	491	346	386	419	416	458
FBgn0033814	3494	3164	2839	3008	3223	3822
FBgn0033815	312	165	172	216	233	365
FBgn0033816	1653	1356	1184	1370	1439	1723
FBgn0033817	104	89	56	61	84	95
FBgn0266816	3	2	1	3	3	3
FBgn0002789	5043	6045	4759	4816	5650	5739
FBgn0265443	5	3	1	2	1	2
FBgn0033820	26601	31169	27482	30326	29603	30882
FBgn0033821	917	1019	904	940	900	917
FBgn0259219	1244	1379	673	941	1216	1183
FBgn0052843	325	418	310	355	441	539
FBgn0033826	1997	2396	1964	1104	1226	1442
FBgn0033827	6	5	13	2	19	8
FBgn0265104	15	7	15	10	13	7
FBgn0262391	0	0	0	0	0	0
FBgn0266851	0	0	0	0	0	0
FBgn0033830	4	7	15	5	8	11
FBgn0263774	0	0	0	0	0	1
FBgn0041579	324	775	4553	190	526	602
FBgn0033834	3	4	6	3	5	6
FBgn0033835	1	0	0	2	0	1
FBgn0033836	200	143	122	172	145	246
FBgn0267026	9	3	4	3	1	9
FBgn0053470	0	1	0	0	0	0
FBgn0260475	39	39	48	52	63	82
FBgn0259221	2993	3332	2340	2611	2923	3839
FBgn0265272	5	2	5	6	1	7
FBgn0011881	2	0	0	0	0	0
FBgn0011909	0	0	0	0	0	0
FBgn0011882	0	0	0	0	0	0
FBgn0011883	0	0	0	0	0	0
FBgn0011884	0	0	0	0	0	0
FBgn0011885	0	0	0	0	0	0
FBgn0011910	0	0	0	0	0	0
FBgn0050065	1	0	0	0	0	0
FBgn0019928	578	700	543	859	656	773
FBgn0050509	0	0	0	0	0	0
FBgn0013765	3742	2999	2440	3380	3602	4988
FBgn0050062	18	26	11	23	17	19
FBgn0086757	1246	917	860	1001	1035	1423
FBgn0000119	919	1141	756	852	946	1220
FBgn0262821	0	0	0	0	0	0
FBgn0033842	619	506	501	590	488	681
FBgn0040477	744	377	466	625	548	863
FBgn0033844	4656	4255	3486	3846	4242	5328
FBgn0004638	2738	2139	1999	2202	2566	3624
FBgn0033845	3206	1769	1802	2934	2530	4158
FBgn0033846	2001	1260	1249	1730	1794	2558
FBgn0024556	4888	4272	3848	4456	3929	4543
FBgn0260964	1311	1759	1204	1223	1510	1977
FBgn0033850	4	6	8	2	9	4
FBgn0033851	6	21	7	5	13	14
FBgn0011896	0	0	0	0	0	0
FBgn0033853	4626	4473	3936	3175	3546	4076
FBgn0053156	3378	2390	2407	3083	2699	3701
FBgn0014877	2416	1672	1485	1687	1794	2093
FBgn0033855	301	301	293	254	272	196
FBgn0083006	6	9	2	6	9	18
FBgn0263472	1	0	0	3	0	2
FBgn0263459	14	7	6	16	9	17
FBgn0033856	2	2	2	0	3	0
FBgn0261989	2811	2872	3547	3077	4210	4057
FBgn0261990	1644	1775	964	1269	1722	1854
FBgn0265496	3	6	4	7	8	6
FBgn0265497	45	66	43	41	48	47
FBgn0027581	119	111	84	114	117	194
FBgn0266489	0	0	0	0	0	0
FBgn0033859	1277	1085	956	1247	1188	1560
FBgn0033860	3	0	1	1	0	2
FBgn0262360	0	0	0	0	0	0
FBgn0085265	261	257	363	230	309	310
FBgn0033861	0	0	0	0	0	0
FBgn0000633	231	254	247	213	272	427
FBgn0033862	2	3	0	0	1	2
FBgn0033863	1	0	0	3	0	0
FBgn0033864	1	1	0	0	1	1
FBgn0266391	0	0	0	0	0	0
FBgn0266392	0	0	0	0	0	0
FBgn0033866	6	4	2	2	1	12
FBgn0033867	0	4	2	3	5	3
FBgn0264358	0	0	0	0	0	0
FBgn0264359	0	0	0	0	0	0
FBgn0033869	3	1	1	5	9	8
FBgn0261041	627	787	458	599	677	958
FBgn0000662	2812	2247	1899	2462	2495	3241
FBgn0033871	410	363	286	354	380	365
FBgn0033872	889	1157	643	738	1041	1617
FBgn0033873	409	443	568	498	491	453
FBgn0033874	1	1	5	1	7	0
FBgn0033875	4870	5106	5130	3580	5088	5273
FBgn0033876	481	618	376	462	578	698
FBgn0050484	1	0	1	0	0	3
FBgn0033879	6460	5601	4834	7183	5732	7217
FBgn0033880	59	74	44	35	78	68
FBgn0265498	131	102	111	104	91	110
FBgn0086356	3579	2177	2334	3152	2869	4465
FBgn0263697	1825	1301	1226	1603	1508	1767
FBgn0033883	1358	1449	1107	1638	1428	1770
FBgn0033884	2026	1272	1268	1529	1596	2155
FBgn0013733	10491	15775	8392	12917	13581	19467
FBgn0033885	9	9	12	12	9	15
FBgn0262739	5728	5641	4203	5530	6193	8632
FBgn0053155	25	31	31	25	23	31
FBgn0050481	0	0	0	0	0	0
FBgn0033886	4330	3686	3283	4152	3700	4657
FBgn0013770	28832	26838	24087	25779	23957	29757
FBgn0261975	753	625	522	599	667	701
FBgn0020766	1062	991	846	886	924	1055
FBgn0033887	231	323	175	64	89	82
FBgn0033889	8663	6432	5656	7502	7108	10543
FBgn0033890	1595	1077	1150	1380	1334	1818
FBgn0033891	524	415	355	439	476	601
FBgn0020620	2457	1971	1629	2026	2015	2867
FBgn0002643	1706	1567	1297	1571	1671	2392
FBgn0263539	4	1	3	8	7	3
FBgn0040752	4220	3642	2888	4382	3851	6326
FBgn0259183	0	0	0	0	0	0
FBgn0259184	1	0	0	0	0	0
FBgn0262215	8	8	2	7	9	13
FBgn0033897	3869	3097	2621	3588	3432	4680
FBgn0086895	2068	1382	1343	1890	1978	2722
FBgn0040751	139	126	99	116	147	162
FBgn0033899	805	569	507	587	626	846
FBgn0033900	535	506	428	465	480	587
FBgn0033901	1683	1230	1140	1452	1296	1947
FBgn0033902	11192	10937	9219	11245	10621	12696
FBgn0033903	708	585	599	653	666	783
FBgn0033904	323	314	248	229	223	238
FBgn0033905	484	524	501	555	521	559
FBgn0265499	256	214	174	239	191	256
FBgn0033906	4606	4348	3603	3848	4279	4532
FBgn0033907	792	642	574	667	647	721
FBgn0000289	6912	5561	4618	5891	5910	8223
FBgn0050069	1130	1482	1150	1074	1412	1645
FBgn0033911	196	257	158	151	233	298
FBgn0005613	47	53	54	25	45	45
FBgn0033912	65664	63038	50067	69294	62616	64740
FBgn0262407	1	0	0	0	1	1
FBgn0033913	972	1264	881	1314	1293	1466
FBgn0261276	4858	4289	3675	4600	4416	5739
FBgn0262427	0	0	0	0	0	0
FBgn0033915	3237	2882	2231	2385	2491	3566
FBgn0033916	2311	1689	1528	2176	2097	2986
FBgn0033917	2185	1739	1655	1990	1933	2116
FBgn0010241	435	566	286	412	445	443
FBgn0001220	10731	10631	8443	10131	9709	11722
FBgn0033918	3190	2697	2369	3228	2980	3685
FBgn0027538	813	728	535	597	722	856
FBgn0033919	2271	2799	1773	2095	2372	2716
FBgn0261270	3690	2676	2522	3121	3022	3881
FBgn0261269	80	61	62	44	85	65
FBgn0263397	1481	1860	1293	1419	1573	2294
FBgn0033921	1362	1012	914	1180	1205	1523
FBgn0085408	1494	1675	1326	1412	1404	1566
FBgn0033924	1824	1716	1191	1439	1646	1944
FBgn0033925	488	352	357	439	396	526
FBgn0033926	3169	3628	3001	3803	3565	3914
FBgn0033927	0	1	0	2	1	1
FBgn0033928	194	174	136	202	184	233
FBgn0033929	4565	3478	3284	4134	3894	4802
FBgn0085213	1	0	3	2	1	2
FBgn0085471	1	1	1	0	0	0
FBgn0085472	0	0	0	0	0	1
FBgn0085473	1	0	1	0	1	0
FBgn0050067	3	1	2	1	0	3
FBgn0050073	0	0	0	0	0	0
FBgn0050072	0	0	0	0	0	0
FBgn0050074	0	4	2	0	1	2
FBgn0085214	0	0	0	0	0	0
FBgn0033931	0	0	0	1	2	0
FBgn0050075	0	0	0	0	0	0
FBgn0033932	53	56	30	41	53	59
FBgn0033933	0	0	0	0	0	0
FBgn0265500	0	0	0	0	0	0
FBgn0033934	2846	2326	2084	2714	2452	3029
FBgn0033935	814	532	533	778	703	993
FBgn0033936	476	649	470	476	634	756
FBgn0013725	77	96	65	63	87	87
FBgn0266815	0	0	0	0	0	0
FBgn0261613	12	17	5	11	3	16
FBgn0265655	0	0	0	0	0	0
FBgn0001332	3613	2934	2701	3365	3106	4091
FBgn0024698	2139	1697	1361	1709	1850	2407
FBgn0261823	1707	1439	1043	1433	1499	2236
FBgn0033942	147	139	120	131	343	157
FBgn0050197	1956	2118	1820	1846	2491	2149
FBgn0265974	1428	1036	747	1052	1045	1629
FBgn0050076	2	0	0	0	0	0
FBgn0264540	0	0	0	0	0	0
FBgn0010397	2296	2070	1942	2076	2157	2508
FBgn0033943	6	8	11	9	11	8
FBgn0019938	5521	5006	3919	4523	5023	5527
FBgn0050077	421	331	296	335	356	397
FBgn0003742	871	926	740	762	796	820
FBgn0263487	1	12	6	4	5	5
FBgn0033945	477	448	413	576	603	588
FBgn0053469	32	26	39	30	40	35
FBgn0053468	31	33	41	45	47	41
FBgn0026427	3660	2789	2126	3394	3705	5648
FBgn0010638	3807	3166	3154	3384	3071	3845
FBgn0033948	483	347	303	449	449	505
FBgn0083123	1119	1198	927	798	1163	1241
FBgn0082951	0	0	0	0	0	0
FBgn0082940	0	0	0	0	0	1
FBgn0082939	1	0	0	0	2	0
FBgn0082926	0	0	0	0	0	1
FBgn0082950	1	0	0	0	1	0
FBgn0082952	0	1	0	0	0	0
FBgn0082941	1	1	2	2	1	1
FBgn0082931	11	10	5	5	5	15
FBgn0082930	2	0	0	1	0	2
FBgn0082929	1	1	0	1	1	3
FBgn0082919	0	1	0	2	4	8
FBgn0033949	37	55	52	71	52	93
FBgn0262881	16	21	77	10	24	41
FBgn0261632	1	5	15	4	14	3
FBgn0033950	2	0	0	0	0	0
FBgn0033951	518	408	387	455	493	516
FBgn0020269	180	225	202	189	193	256
FBgn0050479	0	4	1	1	4	2
FBgn0050480	0	0	0	0	0	0
FBgn0263376	2	1	0	0	1	0
FBgn0033958	595	845	509	580	752	930
FBgn0010388	221	265	1480	114	213	117
FBgn0012042	81	263	2083	81	458	284
FBgn0041581	93	187	768	41	253	176
FBgn0028689	8145	6655	6378	7169	6762	9138
FBgn0050476	334	261	259	309	297	390
FBgn0033960	147	103	94	123	120	119
FBgn0033961	1984	1710	1262	1852	1938	1747
FBgn0266723	593	476	389	540	496	498
FBgn0033963	2	1	0	0	2	2
FBgn0020767	1900	1732	1417	1500	1605	2300
FBgn0259112	218	182	160	208	210	268
FBgn0015602	2027	1482	1402	1634	1663	2264
FBgn0001319	38	35	51	34	50	56
FBgn0033968	219	224	200	179	214	266
FBgn0033970	261	354	332	269	257	296
FBgn0016684	2806	3447	2950	2442	2748	3012
FBgn0033971	1097	753	742	958	717	1032
FBgn0027783	2431	1629	1605	2493	2204	3284
FBgn0028434	341	258	222	279	246	376
FBgn0033972	1657	1578	1430	1563	1519	1732
FBgn0033973	382	334	276	375	371	442
FBgn0053506	1106	799	750	889	892	1154
FBgn0053505	1984	1451	1339	1496	1504	1866
FBgn0264962	4396	4248	3363	4190	4237	5637
FBgn0013773	1374	1032	1005	1100	1006	1597
FBgn0015714	540	587	373	516	557	690
FBgn0033978	2390	2444	2650	3047	3053	3024
FBgn0033979	7471	4192	4065	5571	5223	7332
FBgn0013771	1596	1757	1546	1312	1651	1993
FBgn0033980	2483	3114	2154	2145	3064	3376
FBgn0033981	381	486	422	341	428	457
FBgn0013772	2281	1673	4111	3234	5154	4049
FBgn0033982	173	191	196	164	221	263
FBgn0027596	1287	1779	1306	1456	1493	1985
FBgn0033983	326	389	248	268	321	438
FBgn0033984	1697	1268	1083	1497	1511	2332
FBgn0033985	47	62	33	38	39	71
FBgn0261854	3462	2716	2304	2997	2745	4398
FBgn0033987	789	1089	739	931	833	1367
FBgn0033988	6212	4771	4243	5193	5102	7125
FBgn0050241	0	0	0	0	0	0
FBgn0033989	1011	799	694	787	893	1062
FBgn0033990	617	359	379	553	459	645
FBgn0264378	0	0	0	0	0	0
FBgn0029082	83	85	71	54	87	97
FBgn0266791	0	0	0	0	0	0
FBgn0263613	0	0	0	0	0	0
FBgn0053467	0	0	0	0	0	0
FBgn0265650	0	0	0	0	0	0
FBgn0015371	4173	2817	2786	4026	3496	6077
FBgn0262954	884	640	557	661	870	923
FBgn0033993	378	217	216	226	290	415
FBgn0033994	737	487	487	557	610	882
FBgn0013467	563	694	481	470	654	953
FBgn0264379	0	0	0	0	0	0
FBgn0264377	0	0	0	0	0	0
FBgn0033995	892	757	612	605	706	1021
FBgn0033996	1471	980	936	1240	1254	1682
FBgn0259737	1	10	5	3	4	3
FBgn0033997	2	1	0	1	2	0
FBgn0033998	3805	3004	2556	3586	3284	4722
FBgn0050081	1	0	0	4	0	0
FBgn0033999	1235	1596	779	1911	2207	2220
FBgn0034000	371	289	282	372	335	429
FBgn0034001	444	460	339	417	404	466
FBgn0265656	0	2	0	0	5	1
FBgn0034002	817	752	674	797	864	1058
FBgn0001187	2973	3453	2642	5049	4275	4920
FBgn0259878	355	438	295	402	433	519
FBgn0265508	8	9	6	7	9	10
FBgn0003328	2318	2866	2568	2276	2274	2604
FBgn0034005	31	30	40	26	44	29
FBgn0265194	3596	3685	2691	2961	3231	4269
FBgn0265176	0	2	1	1	0	1
FBgn0034008	471	314	277	362	428	527
FBgn0004698	6808	5330	4770	6084	6027	8034
FBgn0034009	1806	1402	1184	1622	1734	2468
FBgn0013750	2789	2358	2131	2232	2521	3514
FBgn0034010	168	156	135	237	91	166
FBgn0034011	1	1	3	19	4	14
FBgn0265509	0	0	0	0	0	0
FBgn0034012	12	7	14	10	10	9
FBgn0034013	192	199	175	134	169	216
FBgn0011660	1575	875	984	1272	1262	1950
FBgn0265651	7	3	6	3	9	15
FBgn0265652	0	0	0	0	0	0
FBgn0262965	1	0	0	0	0	0
FBgn0262964	3	0	1	0	1	2
FBgn0262565	19	13	4	11	15	24
FBgn0262815	0	2	1	1	1	4
FBgn0000996	5600	3364	3597	5424	4589	6939
FBgn0026370	9759	7178	6195	8149	7946	11356
FBgn0263980	2316	2733	1252	1847	2655	3279
FBgn0266378	0	0	0	0	0	0
FBgn0014865	134	172	1277	73	260	85
FBgn0050472	0	0	0	0	0	0
FBgn0085217	0	1	0	0	1	0
FBgn0034021	5598	3007	3601	5351	4320	6816
FBgn0034022	2	5	17	5	25	2
FBgn0034023	1	2	1	0	2	0
FBgn0050469	0	0	0	1	1	0
FBgn0050468	1	1	0	1	0	1
FBgn0050464	0	0	0	0	0	0
FBgn0034025	2383	1626	1386	1869	1909	2477
FBgn0019968	3019	3343	2269	2767	3008	3792
FBgn0050471	0	1	1	2	0	1
FBgn0050467	1001	675	642	911	824	1125
FBgn0034027	550	469	419	536	534	620
FBgn0267589	1	0	0	0	1	0
FBgn0022097	7893	6772	6162	6553	6771	7845
FBgn0034029	1469	1236	1168	1358	1400	1496
FBgn0034030	26	26	13	32	27	41
FBgn0034031	1010	1159	888	951	1064	1163
FBgn0034032	1074	849	751	875	894	1367
FBgn0024754	1512	1482	1303	1667	1377	1898
FBgn0050466	208	218	162	159	214	274
FBgn0013762	1000	764	695	922	803	1155
FBgn0034033	409	405	332	495	450	447
FBgn0260429	25	40	31	35	29	31
FBgn0262403	0	0	0	0	0	0
FBgn0023441	4905	5184	3967	4753	4874	6784
FBgn0266636	24	23	22	33	28	29
FBgn0034035	1066	754	719	827	872	907
FBgn0262512	3686	3181	2766	3044	3079	3557
FBgn0050091	6	0	6	1	4	1
FBgn0263377	0	0	0	0	0	0
FBgn0053139	2396	1823	1678	2259	1870	2456
FBgn0050082	11	9	25	11	18	12
FBgn0266708	6	9	4	6	0	4
FBgn0050090	101	180	319	254	149	179
FBgn0265510	1	0	0	0	0	1
FBgn0050088	1	3	7	1	2	0
FBgn0050087	0	0	3	0	2	0
FBgn0053460	27	29	27	24	29	33
FBgn0053461	0	1	0	0	0	0
FBgn0053462	0	2	17	0	0	0
FBgn0261538	0	0	0	0	0	0
FBgn0050080	0	0	0	0	0	0
FBgn0050083	181	208	289	241	294	310
FBgn0050089	443	570	369	403	486	536
FBgn0265991	9074	10383	5432	6942	9370	10401
FBgn0034046	1799	1389	1171	1463	1458	2026
FBgn0053465	3	3	9	1	4	11
FBgn0003130	3	1	8	5	4	7
FBgn0034045	380	464	364	500	526	615
FBgn0034047	27	42	92	34	29	25
FBgn0022160	5048	5053	3197	2337	3095	2995
FBgn0050085	2900	2219	2085	2714	2575	3459
FBgn0264089	988	1089	763	869	934	1323
FBgn0053463	1	0	0	0	0	0
FBgn0265511	0	0	0	0	0	0
FBgn0034049	1839	1380	1204	1601	1602	2197
FBgn0015247	2885	2437	2228	2488	2408	3135
FBgn0034050	510	455	419	427	434	472
FBgn0034051	4488	3929	3248	3860	3973	5655
FBgn0034052	558	598	539	638	654	618
FBgn0034053	440	523	275	376	564	526
FBgn0263576	0	0	0	0	0	0
FBgn0265045	3509	3829	1842	2358	3251	3760
FBgn0034054	720	447	481	621	610	693
FBgn0266379	4	0	1	2	0	2
FBgn0034057	1528	1178	1050	1219	1287	1537
FBgn0034058	1634	1148	932	1329	1278	1644
FBgn0034059	1139	889	648	879	834	999
FBgn0020236	11805	13079	10283	15256	12544	16430
FBgn0034060	2587	1862	1599	2327	2212	3229
FBgn0034061	989	842	747	770	924	923
FBgn0034063	1136	1028	1024	1066	1175	1461
FBgn0034062	518	310	329	405	375	534
FBgn0010590	3814	3262	2981	3453	3057	3807
FBgn0034065	828	662	574	600	631	618
FBgn0034066	2329	2050	1715	2070	2035	2319
FBgn0034067	2026	1836	1377	1910	1735	2154
FBgn0034068	3828	2962	2792	3465	3257	4567
FBgn0034069	28	33	19	40	28	40
FBgn0034070	413	469	329	372	429	681
FBgn0034071	3100	2647	2203	2873	2893	3945
FBgn0262446	0	0	0	0	0	0
FBgn0263334	0	0	1	0	0	0
FBgn0034072	3492	3832	2809	3177	3606	4797
FBgn0083983	384	324	249	322	369	410
FBgn0034073	3727	2425	2226	2815	3155	3916
FBgn0014020	9669	9342	8507	8356	9077	11615
FBgn0265605	1798	1510	1234	1342	1716	2379
FBgn0034075	2119	2261	1502	1500	2145	2372
FBgn0034076	258	412	209	284	448	486
FBgn0010052	15	17	27	9	13	8
FBgn0050095	0	1	0	0	2	1
FBgn0086676	3321	3392	3100	2402	2678	3535
FBgn0001124	7094	6155	5617	9820	8448	10926
FBgn0050094	360	238	250	321	338	399
FBgn0027091	2706	2280	1961	2531	2167	3019
FBgn0029175	792	620	563	723	693	945
FBgn0034081	370	297	242	276	373	336
FBgn0034083	1056	1062	849	969	1091	1362
FBgn0267655	0	0	0	0	0	0
FBgn0267656	1	2	0	0	4	2
FBgn0034084	991	697	816	963	884	1191
FBgn0034085	573	650	565	527	575	721
FBgn0015754	5533	4607	4072	4781	4958	7141
FBgn0034086	983	809	714	938	882	1064
FBgn0034087	5481	5708	3852	4731	4759	6498
FBgn0262166	715	490	490	606	645	911
FBgn0265177	976	869	752	780	982	1044
FBgn0265178	1	1	1	4	2	7
FBgn0262026	0	0	0	0	0	0
FBgn0015295	1575	1324	1084	1209	1212	1430
FBgn0034091	3559	2896	2488	2930	3100	4551
FBgn0050237	2	2	0	5	1	4
FBgn0050238	0	0	0	0	0	0
FBgn0050239	0	0	0	0	0	0
FBgn0050240	0	0	0	0	0	0
FBgn0264496	2	0	0	0	0	2
FBgn0034092	1	0	0	2	2	1
FBgn0034093	1047	888	871	723	841	1022
FBgn0034094	179	232	154	140	175	203
FBgn0034095	52	72	56	42	56	57
FBgn0034096	0	0	3	1	0	1
FBgn0034097	0	0	0	0	0	0
FBgn0034098	2641	1437	1499	2232	2291	3505
FBgn0034099	0	0	0	0	0	0
FBgn0261612	62	50	36	50	86	76
FBgn0025519	1168	855	793	907	964	1227
FBgn0015925	1811	1325	1207	1642	1652	2167
FBgn0001308	6507	5424	5026	6457	5609	8219
FBgn0053017	5	6	2	6	9	7
FBgn0024249	0	0	0	0	0	0
FBgn0034103	17	23	3	13	15	24
FBgn0034104	0	0	0	0	0	3
FBgn0034105	0	3	1	0	0	0
FBgn0034106	0	0	0	0	0	0
FBgn0263976	0	0	1	0	0	0
FBgn0050099	6	7	18	12	12	8
FBgn0263981	18	25	19	22	32	37
FBgn0028424	1142	1377	1155	1308	1351	1403
FBgn0050100	0	0	0	0	0	0
FBgn0259718	0	0	0	0	0	0
FBgn0034109	745	556	493	696	710	797
FBgn0034110	1619	1615	1277	1508	1455	1699
FBgn0267793	9	10	6	20	23	14
FBgn0085428	823	1048	682	1154	906	1236
FBgn0034113	833	620	606	593	678	945
FBgn0050096	159	135	134	135	169	195
FBgn0034114	1145	736	658	949	898	1311
FBgn0262511	10394	9769	7897	7887	9126	10944
FBgn0010611	3733	3638	3113	3056	2930	3431
FBgn0034117	2336	1882	1832	2413	2205	2540
FBgn0034118	2679	1886	1916	2418	2142	2612
FBgn0262560	1908	1557	1296	1638	1600	1751
FBgn0034120	0	0	0	0	0	0
FBgn0050098	13	5	14	15	34	32
FBgn0263335	0	0	0	0	0	0
FBgn0266861	0	0	0	0	0	0
FBgn0034121	0	0	0	1	0	0
FBgn0034122	11	13	31	10	11	8
FBgn0266855	0	0	0	0	0	0
FBgn0266856	0	0	0	0	0	0
FBgn0262816	50	57	80	61	68	65
FBgn0264273	193	237	183	154	217	296
FBgn0029153	0	0	0	0	0	0
FBgn0029154	0	0	0	0	0	0
FBgn0034126	247	271	262	273	277	291
FBgn0034127	0	0	0	0	0	0
FBgn0034128	79	73	60	40	57	66
FBgn0034129	0	0	0	0	0	3
FBgn0261292	1	1	0	1	0	0
FBgn0261293	0	0	0	0	1	0
FBgn0034131	0	0	0	0	2	0
FBgn0053458	0	1	0	0	0	0
FBgn0053459	3	0	1	0	0	1
FBgn0034132	0	0	0	0	0	0
FBgn0011260	5096	3891	3132	4084	4321	6462
FBgn0034135	209	254	143	144	202	319
FBgn0034136	49	78	48	47	77	93
FBgn0034137	282	346	201	199	333	323
FBgn0034138	62660	64075	49717	68838	62729	61523
FBgn0034139	11	16	23	21	19	35
FBgn0034140	3376	4158	3575	4732	4723	5748
FBgn0016131	2038	1599	1335	1460	1640	1908
FBgn0265525	20	19	16	13	24	26
